cluster,hour,volume,occupancy,duration,volume-11kW,s_price,e_price
0,0,84.48373983739837,20.601626016260163,12.712737127371271,84.48373983739835,0.7499999999999999,1.1241666666666668
0,1,84.88639322916666,20.9453125,12.764322916666663,84.88639322916664,0.7499999999999999,1.1241666666666668
0,2,85.8110465116279,21.170542635658915,12.900516795865629,85.81104651162788,0.7499999999999999,1.1241666666666668
0,3,86.96223958333333,21.40625,13.064453124999996,86.96223958333331,0.7499999999999999,1.1241666666666668
0,4,85.28099999999999,21.456,12.829999999999997,85.28099999999998,0.7499999999999999,1.1241666666666668
0,5,83.36718749999999,21.0,12.590029761904757,83.21093749999999,0.7499999999999999,1.1241666666666668
0,6,82.0276402640264,20.673267326732674,12.382838283828379,82.02764026402637,0.7499999999999999,1.1241666666666668
0,7,78.31912878787877,20.613636363636363,11.815340909090905,78.31912878787877,0.7499999999999999,1.1241666666666668
0,8,76.9551282051282,20.0,11.598717948717944,76.95512820512819,0.7499999999999999,1.1241666666666668
0,9,76.09358974358975,19.676923076923078,11.443589743589738,76.09358974358973,0.7499999999999999,1.1241666666666668
0,10,76.87561274509802,19.544117647058822,11.502450980392153,76.87561274509801,0.7499999999999999,1.1241666666666668
0,11,75.57713963963964,19.56756756756757,11.306306306306302,75.57713963963963,0.7499999999999999,1.1241666666666668
0,12,77.03645833333333,19.40625,11.444010416666663,77.03645833333331,0.7499999999999999,1.1241666666666668
0,13,74.99423076923075,19.73846153846154,11.132051282051277,74.99423076923075,0.7499999999999999,1.1241666666666668
0,14,74.6006289308176,19.452830188679247,11.089622641509429,74.60062893081759,0.7499999999999999,1.1241666666666668
0,15,75.718954248366,19.15686274509804,11.25816993464052,75.71895424836599,0.7499999999999999,1.1241666666666668
0,16,75.23833333333332,19.48,11.16333333333333,75.23833333333332,0.7499999999999999,1.1241666666666668
0,17,74.54887820512819,19.115384615384617,11.157051282051277,74.54887820512819,0.7499999999999999,1.1241666666666668
0,18,74.77729885057471,18.96551724137931,11.275862068965512,74.7772988505747,0.7499999999999999,1.1241666666666668
0,19,76.89611872146118,19.273972602739725,11.591324200913238,76.89611872146116,0.7499999999999999,1.1241666666666668
0,20,77.14132302405497,19.54639175257732,11.710481099656354,77.14132302405496,0.7499999999999999,1.1241666666666668
0,21,79.64463141025641,19.83653846153846,12.109775641025637,79.64463141025638,0.7499999999999999,1.1241666666666668
0,22,81.44420903954801,20.194915254237287,12.335451977401126,81.444209039548,0.7499999999999999,1.1241666666666668
0,23,82.49146174863387,20.778688524590162,12.444672131147538,82.49146174863385,0.7499999999999999,1.1241666666666668
1,0,46.01795977011494,15.318965517241379,7.020114942528732,46.96084770114941,0.7499999999999999,1.1241666666666668
1,1,45.89072327044025,15.660377358490566,6.990566037735846,45.89072327044024,0.7499999999999999,1.1241666666666668
1,2,46.17307692307691,15.51923076923077,7.028846153846151,46.17307692307691,0.7499999999999999,1.1241666666666668
1,3,45.830188679245275,15.69811320754717,6.971698113207544,45.830188679245275,0.7499999999999999,1.1241666666666668
1,4,46.05208333333333,15.589285714285714,7.007440476190473,46.05208333333332,0.7499999999999999,1.1241666666666668
1,5,45.42391304347825,16.028985507246375,6.9045893719806735,47.00130837359097,0.7499999999999999,1.1241666666666668
1,6,46.418749999999996,15.475,7.03020833333333,46.41874999999999,0.7499999999999999,1.1241666666666668
1,7,44.603046594982075,15.483870967741936,6.693548387096771,44.60304659498207,0.7499999999999999,1.1241666666666668
1,8,44.014008620689644,15.137931034482758,6.6343390804597675,44.014008620689644,0.7499999999999999,1.1241666666666668
1,9,44.4967672413793,15.293103448275861,6.674568965517238,44.4967672413793,0.7499999999999999,1.1241666666666668
1,10,44.88053097345132,15.29203539823009,6.713126843657814,44.88053097345132,0.7499999999999999,1.1241666666666668
1,11,45.05295950155762,15.16822429906542,6.683021806853579,45.052959501557616,0.7499999999999999,1.1241666666666668
1,12,47.466880341880334,15.64102564102564,7.069800569800567,47.46688034188033,0.7499999999999999,1.1241666666666668
1,13,46.09841954022988,15.547413793103448,6.885775862068962,46.09841954022987,0.7499999999999999,1.1241666666666668
1,14,46.01953124999999,15.203125,6.916666666666663,46.019531249999986,0.7499999999999999,1.1241666666666668
1,15,46.363782051282044,15.384615384615385,6.9679487179487145,46.36378205128204,0.7499999999999999,1.1241666666666668
1,16,45.57347328244274,15.377862595419847,6.879770992366408,45.573473282442734,0.7499999999999999,1.1241666666666668
1,17,45.00936692506459,14.976744186046512,6.79005167958656,45.113372093023244,0.7499999999999999,1.1241666666666668
1,18,45.43123306233062,15.333333333333334,6.897696476964766,45.43123306233061,0.7499999999999999,1.1241666666666668
1,19,46.77739197530863,15.231481481481481,7.148148148148145,46.77739197530863,0.7499999999999999,1.1241666666666668
1,20,45.40624999999999,15.380952380952381,6.916666666666664,45.406249999999986,0.7499999999999999,1.1241666666666668
1,21,47.42045454545454,15.467532467532468,7.186147186147182,47.42045454545453,0.7499999999999999,1.1241666666666668
1,22,46.606481481481474,15.571428571428571,7.089947089947087,46.60648148148147,0.7499999999999999,1.1241666666666668
1,23,46.30579096045197,15.779661016949152,7.048022598870054,46.305790960451965,0.7499999999999999,1.1241666666666668
