cluster,hour,volume,occupancy,duration,volume-11kW,s_price,e_price
0,0,6.094666666666666,0.924,0.879333333333333,6.094666666666666,0.7600000000000001,0.9233333333333333
0,1,6.430666666666665,1.024,0.9273333333333329,6.4866666666666655,0.7600000000000001,0.9233333333333333
0,2,6.533333333333333,1.056,0.9419999999999994,6.533333333333332,0.7600000000000001,0.9233333333333333
0,3,6.339666666666665,1.04,0.9139999999999995,6.339666666666666,0.7600000000000001,0.9233333333333333
0,4,6.143666666666666,1.024,0.8859999999999996,6.143666666666666,0.7600000000000001,0.9233333333333333
0,5,6.080666666666666,1.048,0.881333333333333,6.134333333333333,0.7600000000000001,0.9233333333333333
0,6,6.0923333333333325,1.032,0.8833333333333327,6.0923333333333325,0.7600000000000001,0.9233333333333333
0,7,5.8823333333333325,0.984,0.8533333333333329,5.8823333333333325,0.7600000000000001,0.9233333333333333
0,8,5.618666666666666,0.976,0.8113333333333329,5.618666666666666,0.7600000000000001,0.9233333333333333
0,9,4.8276666666666666,0.928,0.6986666666666663,4.8276666666666666,0.7600000000000001,0.9233333333333333
0,10,4.206999999999999,0.76,0.6106666666666662,4.206999999999999,0.7600000000000001,0.9233333333333333
0,11,3.8779999999999997,0.72,0.5633333333333331,3.8779999999999997,0.7600000000000001,0.9233333333333333
0,12,3.560666666666666,0.656,0.515333333333333,3.560666666666666,0.7600000000000001,0.9233333333333333
0,13,3.5209999999999995,0.64,0.5079999999999998,3.5209999999999995,0.7600000000000001,0.9233333333333333
0,14,3.2549999999999994,0.616,0.4706666666666664,3.2549999999999994,0.7600000000000001,0.9233333333333333
0,15,3.122,0.584,0.4533333333333331,3.1219999999999994,0.7600000000000001,0.9233333333333333
0,16,3.8033333333333332,0.64,0.5513333333333331,3.8033333333333332,0.7600000000000001,0.9233333333333333
0,17,4.5009999999999994,0.792,0.651333333333333,4.5009999999999994,0.7600000000000001,0.9233333333333333
0,18,4.736666666666666,0.8,0.6846666666666663,4.736666666666666,0.7600000000000001,0.9233333333333333
0,19,5.123999999999998,0.856,0.7399999999999997,5.123999999999999,0.7600000000000001,0.9233333333333333
0,20,5.912666666666666,0.936,0.8533333333333328,5.912666666666666,0.7600000000000001,0.9233333333333333
0,21,6.694333333333332,1.08,0.9659999999999995,6.694333333333332,0.7600000000000001,0.9233333333333333
0,22,6.883333333333333,1.132,0.992666666666666,6.883333333333333,0.7600000000000001,0.9233333333333333
0,23,6.948666666666666,1.192,1.0019999999999996,6.948666666666666,0.7600000000000001,0.9233333333333333
1,0,13.874999999999998,1.9464285714285714,1.9999999999999987,13.937499999999998,0.76,0.9233333333333331
1,1,14.145833333333332,2.1607142857142856,2.038690476190475,14.14583333333333,0.76,0.9233333333333331
1,2,14.208333333333332,2.125,2.0491071428571415,14.208333333333329,0.76,0.9233333333333331
1,3,14.380208333333332,2.1964285714285716,2.072916666666665,14.38020833333333,0.76,0.9233333333333331
1,4,14.177083333333332,2.125,2.044642857142856,14.17708333333333,0.76,0.9233333333333331
1,5,13.682291666666666,2.0714285714285716,1.9732142857142845,13.74739583333333,0.76,0.9233333333333331
1,6,13.34895833333333,1.9464285714285714,1.9345238095238082,13.34895833333333,0.76,0.9233333333333331
1,7,13.22395833333333,1.9107142857142858,1.9166666666666654,13.22395833333333,0.76,0.9233333333333331
1,8,14.510416666666666,2.1607142857142856,2.0967261904761894,14.510416666666663,0.76,0.9233333333333331
1,9,13.901041666666666,2.125,2.0133928571428563,13.901041666666666,0.76,0.9233333333333331
1,10,13.09895833333333,1.9732142857142858,1.898809523809523,13.09895833333333,0.76,0.9233333333333331
1,11,12.791666666666666,1.9821428571428572,1.8541666666666659,12.791666666666666,0.76,0.9233333333333331
1,12,12.48958333333333,1.875,1.8050595238095226,12.48958333333333,0.76,0.9233333333333331
1,13,12.15625,1.8571428571428572,1.7544642857142847,12.156249999999998,0.76,0.9233333333333331
1,14,11.822916666666666,1.7678571428571428,1.7142857142857133,11.822916666666663,0.76,0.9233333333333331
1,15,11.53645833333333,1.75,1.6741071428571421,11.53645833333333,0.76,0.9233333333333331
1,16,11.06770833333333,1.7321428571428572,1.6026785714285707,11.06770833333333,0.76,0.9233333333333331
1,17,10.994791666666666,1.6607142857142858,1.5937499999999993,10.994791666666666,0.76,0.9233333333333331
1,18,10.890624999999998,1.6964285714285714,1.5654761904761896,10.890624999999998,0.76,0.9233333333333331
1,19,9.52083333333333,1.5178571428571428,1.360119047619047,9.520833333333332,0.76,0.9233333333333331
1,20,10.343749999999998,1.3928571428571428,1.4880952380952372,10.34375,0.76,0.9233333333333331
1,21,11.052083333333332,1.6428571428571428,1.5892857142857133,11.05208333333333,0.76,0.9233333333333331
1,22,11.08333333333333,1.6428571428571428,1.5922619047619038,11.08333333333333,0.76,0.9233333333333331
1,23,10.59375,1.6964285714285714,1.5223214285714275,10.593749999999998,0.76,0.9233333333333331
